FlightNo,X,Y,Z
FL00707,1512.321,9677.855,7392.042
FL00708,7225.831,4984.979,2.501
FL00709,7890.109,106.831,3355.941
FL00710,3651.653,7105.188,1921.588
FL00711,4595.253,9519.317,10737.318
FL00712,3070.24,3812.856,4282.109
FL00713,6342.785,2969.851,111.269
FL00714,1946.47,4765.658,2608.121
FL00715,9934.954,9187.736,4065.56
FL00716,9430.092,4818.011,9217.299
FL00717,915.751,6758.702,5108.278
FL00718,3564.398,705.029,6592.551
FL00719,1471.859,9530.528,9584.016
FL00720,7753.442,9796.893,8723.834
FL00721,3609.723,3519.501,6069.99
FL00722,2579.227,7118.61,3998.184
FL00723,2697.002,3973.33,7354.172
FL00724,8017.369,3306.981,9705.905
FL00725,3263.333,8629.172,913.889
FL00726,1787.665,916.42,8635.631
FL00727,6090.092,1622.913,8265.599
FL00728,8573.642,593.903,11218.946
FL00729,204.69,7257.183,4574.993
FL00730,7353.365,9134.828,8181.221
FL00731,7807.94,7449.474,11467.252
FL00732,2522.796,3971.497,3497.383
FL00733,4208.979,2767.178,8349.784
FL00734,1987.969,9177.98,901.902
FL00735,4022.779,848.017,7949.741
FL00736,4134.128,7908.727,6931.788
FL00737,664.679,5067.254,403.816
FL00738,4539.403,5182.453,6759.132
FL00739,8898.172,6144.106,8969.414
FL00740,937.288,1484.943,4782.335
FL00741,8493.504,4696.353,6370.551
FL00742,6292.803,9390.772,9948.584
FL00743,3837.338,1027.241,3304.515
FL00744,6468.786,3277.263,5244.838
FL00745,6818.5,7214.717,2129.747
FL00746,9579.143,1827.626,4425.389
FL00747,4965.046,7652.69,8730.51
FL00748,1864.49,3596.821,4224.423
FL00749,1571.088,9149.465,1960.995
FL00750,4995.025,8670.789,5758.676
FL00751,9633.603,7066.545,9145.05
FL00752,4847.681,6101.895,7741.776
FL00753,5948.679,551.328,8094.011
FL00754,471.389,2956.777,10401.966
FL00755,7040.322,5332.983,6114.818
FL00756,9321.938,5286.447,3144.294
FL00757,4146.12,8741.256,6231.774
FL00758,6435.25,3573.244,2200.195
FL00759,8709.81,170.77,8404.074
FL00760,5533.286,6226.034,4323.658
FL00761,5759.729,700.981,3668.636
FL00762,4398.108,5219.211,7087.563
FL00763,2054.553,1431.805,9570.475
FL00764,9096.822,7645.344,4085.524
FL00765,3005.118,8131.888,6794.733
FL00766,4661.547,7950.625,9327.085
FL00767,9612.21,9831.809,10083.732
FL00768,1256.424,2028.179,4852.018
FL00769,3596.138,9070.902,942.14
FL00770,4512.317,9902.213,2104.283
FL00771,710.178,2130.245,7611.453
FL00772,410.816,5665.584,905.327
FL00773,4147.336,6610.68,4517.421
FL00774,6605.484,7754.498,7406.401
FL00775,3997.963,3592.566,5583.335
FL00776,3724.402,3865.014,2468.957
FL00777,3753.125,687.241,7838.475
FL00778,6801.699,5541.127,10188.093
FL00779,6384.368,2938.461,3684.081
FL00780,2127.645,586.858,10233.125
FL00781,6715.627,8171.259,7260.1
FL00782,9159.159,33.831,9480.544
FL00783,5976.025,7426.905,10876.136
FL00784,7812.061,1832.842,5245.376
FL00785,5730.446,8081.913,7431.667
FL00786,9616.757,3208.527,639.541
FL00787,6688.138,4786.094,8680.029
FL00788,1065.285,141.241,665.107
FL00789,6206.088,2984.625,8294.307
FL00790,9971.327,7934.807,5113.93
FL00791,4315.739,7994.975,8746.26
FL00792,2082.525,5157.459,3918.099
FL00793,4540.878,8113.007,1245.246
FL00794,5234.625,5178.958,8842.425
FL00795,1986.511,4884.106,9857.201
FL00796,3205.893,1015.298,10323.547
FL00797,1510.664,6656.394,1108.099
FL00798,8599.737,8482.674,11195.851
FL00799,9190.3,3099.223,301.227
FL00800,6097.371,7431.732,1539.807
FL00801,7672.787,8183.136,4890.32
FL00802,8337.078,497.191,6670.485
FL00803,8533.193,4405.429,3015.791
FL00804,8033.987,485.084,9327.506
FL00805,414.716,1998.343,3168.775
FL00806,5196.543,3444.483,6837.066
FL00807,4805.076,5677.204,1249.878
FL00808,5819.638,824.266,9128.551
FL00809,4884.416,6700.196,4076.43
FL00810,8251.027,5387.712,10572.474
FL00811,2421.784,9774.14,2244.227
FL00812,853.438,313.246,8087.347
FL00813,2606.792,7280.606,9075.103
FL00814,3057.275,1987.769,1449.924
FL00815,3672.327,9042.428,11283.156
FL00816,8787.198,3062.715,3858.346
FL00817,6324.226,6079.13,5791.043
FL00818,887.777,9481.56,6494.718
FL00819,7622.408,9235.006,9234.89
FL00820,3439.336,1947.832,5624.17
FL00821,3696.518,6703.337,7414.746
FL00822,1531.394,1180.988,6008.151
FL00823,7330.309,284.391,3520.38
FL00824,9367.751,9691.816,11381.756
FL00825,5656.907,6005.722,2820.518
FL00826,1136.213,2761.588,4196.029
FL00827,8149.565,2348.023,723.078
FL00828,6103.103,8345.294,4343.489
FL00829,2987.185,4669.013,2049.166
FL00830,9129.631,3768.146,1313.84
FL00831,4028.632,8667.689,7231.226
FL00832,7175.051,1821.356,3642.77
FL00833,8594.407,1731.395,2409.11
FL00834,8697.323,1910.433,47.375
FL00835,5454.235,2222.546,221.977
FL00836,6478.508,4454.812,824.441
FL00837,7025.783,686.401,10147.221
FL00838,1140.338,1324.011,1383.132
FL00839,4702.772,1622.871,11072.775
FL00840,2986.823,1531.148,3569.45
FL00841,8897.107,9596.284,707.195
FL00842,847.857,1395.92,4458.94
FL00843,7667.183,7073.194,3547.674
FL00844,7940.119,598.807,414.141
FL00845,8267.197,3102.056,8747.958
FL00846,2625.718,1580.613,6096.434
FL00847,6024.488,6830.525,2572.495
FL00848,5562.338,8473.737,7304.522
FL00849,1498.008,6207.69,6749.615
FL00850,1468.911,1141.778,289.666
FL00851,5797.692,4987.772,4166.695
FL00852,4061.333,9717.724,5346.817
FL00853,8581.64,8578.007,4314.696
FL00854,8471.402,7099.19,9723.95
FL00855,1689.734,7479.451,8115.975
FL00856,1417.94,7890.709,5228.84
FL00857,7434.203,9041.525,5721.169
FL00858,341.656,9436.676,1538.148
FL00859,2224.672,8759.418,11898.62
FL00860,2498.666,2930.252,2060.841
FL00861,3351.297,4294.537,8370.663
FL00862,2223.615,881.901,7568.902
FL00863,2390.14,2762.551,5312.381
FL00864,7508.89,2455.843,8893.185
FL00865,9962.443,9125.036,5939.55
FL00866,1977.734,7609.885,55.057
FL00867,6974.084,4758.878,3326.822
FL00868,619.615,9146.055,2886.026
FL00869,8004.295,7599.273,5610.119
FL00870,7376.462,2352.54,1431.834
FL00871,3088.814,6756.825,11647.346
FL00872,3809.681,4677.692,3961.031
FL00873,3598.526,5200.339,7757.828
FL00874,368.769,3659.378,7686.077
FL00875,3100.602,1611.91,3598.309
FL00876,9163.873,301.487,1264.967
FL00877,5562.918,7052.537,4855.559
FL00878,8531.445,7094.259,1831.895
FL00879,6636.351,6399.497,9070.22
FL00880,609.875,8970.862,11491.624
FL00881,3736.228,5902.276,5361.687
FL00882,3142.362,3566.221,2606.053
FL00883,7708.739,463.477,8054.912
FL00884,8265.723,5915.58,1761.038
FL00885,5580.212,2385.607,1984.358
FL00886,8187.041,9121.738,11881.725
FL00887,5842.348,779.856,6079.727
FL00888,3721.59,4713.664,10598.994
FL00889,6385.602,2304.953,5700.522
FL00890,4281.165,9611.394,2244.235
FL00891,4403.297,9349.221,4520.488
FL00892,2208.717,2948.966,62.074
FL00893,4124.047,9827.669,10583.202
FL00894,4438.688,8302.945,4204.613
FL00895,8295.168,4198.573,9498.624
FL00896,9944.094,2166.439,11975.29
FL00897,2015.122,2490.385,11881.004
FL00898,8313.492,5166.591,3369.128
FL00899,1366.455,3689.836,6053.618
FL00900,9256.863,3394.412,1421.202
FL00901,4777.103,3576.804,5098.23
FL00902,7905.062,7901.568,2469.502
FL00903,3131.628,7864.678,2176.639
FL00904,8797.954,2784.52,2945.979
FL00905,5154.15,1425.571,11700.545
FL00906,290.883,7905.283,9180.428
FL00907,3327.564,3424.148,8033.046
FL00908,9779.771,1494.15,8924.37
FL00909,2086.201,4357.183,7399.272
FL00910,9523.866,4816.344,2770.23
FL00911,8091.55,6274.804,3048.007
FL00912,8300.808,7164.692,9890.084
FL00913,1633.382,9217.335,5927.72
FL00914,992.86,2940.892,4404.557
FL00915,6601.048,8364.729,10661.461
FL00916,2898.016,9875.252,2722.655
FL00917,9876.429,608.226,2377.737
FL00918,6465.956,6709.784,3039.388
FL00919,5961.075,8980.75,7179.98
FL00920,5891.922,8867.709,8200.045
FL00921,3864.927,6398.731,7073.065
FL00922,1618.105,2436.935,3522.082
FL00923,1491.983,8760.897,1464.367
FL00924,4853.062,1427.531,10877.229
FL00925,9483.455,2122.778,7331.176
FL00926,4710.52,3661.952,8625.902
FL00927,1465.619,1611.613,2914.931
FL00928,7444.3,7750.296,8718.217
FL00929,9695.483,3816.982,3201.847
FL00930,1943.973,5433.455,7324.893
FL00931,9662.5,2606.102,438.254
FL00932,1211.67,3024.633,1159.486
FL00933,6884.17,4287.293,2217.67
FL00934,4292.247,3664.911,1021.094
FL00935,4435.527,2019.486,5381.391
FL00936,2029.555,5693.221,8556.921
FL00937,8722.148,9498.409,8516.258
FL00938,1219.968,6548.745,2238.102
FL00939,6746.402,1654.075,1755.508
FL00940,2171.12,4808.661,8479.151
FL00941,5021.435,7060.402,11697.504
FL00942,9492.425,8384.879,1936.124
FL00943,1130.467,671.254,3883.556
FL00944,1802.636,1019.388,10095.332
FL00945,4275.136,2440.398,6051.708
FL00946,2450.134,9877.953,698.888
FL00947,5215.616,5539.241,11322.222
FL00948,7788.87,6840.986,2561.236
FL00949,8048.312,4557.003,5631.085
FL00950,1372.802,9931.878,5031.648
FL00951,4379.201,7487.514,8983.426
FL00952,5342.453,6936.565,2705.328
FL00953,5459.521,1524.471,8237.552
FL00954,2875.121,4007.597,921.428
FL00955,2512.31,1220.487,1899.861
FL00956,4329.699,8050.907,3060.176
FL00957,8084.078,6682.116,2870.096
FL00958,1687.011,167.962,2915.45
FL00959,3352.156,3568.684,4321.82
FL00960,6281.833,2845.434,4085.268
FL00961,3469.622,5066.186,4178.996
FL00962,8673.915,103.815,750.1
FL00963,4811.638,3245.285,897.729
FL00964,1026.071,2573.065,3096.657
FL00965,6443.288,4912.09,458.511
FL00966,7499.089,8596.755,3783.522
FL00967,1683.523,8237.121,7341.864
FL00968,137.591,2300.223,9752.438
FL00969,2060.938,4939.341,2801.504
FL00970,8074.472,4758.682,855.505
FL00971,2217.307,1981.655,652.101
FL00972,6419.441,3012.071,4786.107
FL00973,4441.185,5865.916,6608.86
FL00974,1484.783,4865.453,10292.572
FL00975,3024.73,8242.368,8027.76
FL00976,917.735,43.71,11365.122
FL00977,2595.748,6700.381,2489.377
FL00978,316.323,2558.518,1829.352
FL00979,5425.431,3952.063,8430.454
FL00980,734.306,122.859,2297.734
FL00981,7445.842,3618.834,8364.169
FL00982,1203.359,1109.169,11011.131
FL00983,7096.878,3845.826,9950.847
FL00984,4756.343,2372.691,7687.2
FL00985,4956.785,1060.589,267.247
FL00986,4393.949,3755.697,5485.357
FL00987,1609.987,7851.1,10936.36
FL00988,7638.869,2290.24,4868.261
FL00989,7184.477,7544.943,9741.787
FL00990,3372.584,7667.45,6648.311
FL00991,7548.087,8898.052,7130.651
FL00992,4740.896,9297.042,862.261
FL00993,1575.874,5745.089,5814.13
FL00994,2040.869,8637.81,6913.398
FL00995,1656.243,2746.469,10473.322
FL00996,4355.424,67.042,11017.66
FL00997,6633.896,1025.98,3706.325
FL00998,9763.064,8210.222,5067.844
FL00999,738.444,7866.402,2750.763
FL01000,7540.053,1888.667,2006.314
FL01001,2349.6,6999.94,10230.105
FL01002,2319.041,7051.607,7511.68
FL01003,7555.229,4451.774,6359.094
FL01004,3670.511,6799.525,10883.079
FL01005,1901.588,2780.439,10481.826
FL01006,3888.33,2324.079,490.389
FL01007,2142.795,4014.851,4965.769
FL01008,8558.336,257.732,10837.57
FL01009,3783.904,1885.955,11199.633
FL01010,7435.87,666.028,8202.684
FL01011,9945.957,6529.384,2779.68
FL01012,8908.97,812.332,4693.218
FL01013,1473.647,9734.718,5752.987
FL01014,6106.45,5055.409,6789.665
FL01015,1706.846,3376.798,1040.651
FL01016,8326.073,2603.843,1047.434
FL01017,9575.959,301.61,538.207
FL01018,2820.54,5918.321,5529.826
FL01019,3968.521,5618.912,6387.438
FL01020,4677.866,5273.722,9524.65
FL01021,5204.897,6361.418,9176.943
FL01022,9216.908,150.826,8932.662
FL01023,1524.292,4568.835,4065.164
FL01024,8077.311,7449.008,11345.932
FL01025,5580.099,1432.807,2019.533
FL01026,4809.094,9691.622,6745.09
FL01027,8864.444,7172.371,4367.142
FL01028,1203.629,5052.381,8069.148
FL01029,6976.635,2416.184,11168.751
FL01030,5228.913,8169.092,8999.108
FL01031,6164.599,5253.769,3817.995
FL01032,7678.97,62.753,2190.482
FL01033,7402.485,3284.028,6255.118
FL01034,413.862,3180.695,6876.645
FL01035,5972.919,5206.525,9670.035
FL01036,6900.303,8780.158,9066.985
FL01037,2826.973,6712.84,1463.309
FL01038,2204.127,8961.481,2298.492
FL01039,765.15,3631.456,1171.362
FL01040,5693.423,9921.452,145.624
FL01041,930.48,2163.764,7222.671
FL01042,1425.171,473.925,8956.463
FL01043,8470.136,2600.781,6755.564
FL01044,7454.758,919.88,11914.257
FL01045,2775.678,3081.774,1619.786
FL01046,9455.649,3326.886,495.408
FL01047,8012.151,6804.22,2233.89
FL01048,2931.53,5991.989,531.279
FL01049,697.967,9364.154,7487.725
FL01050,8632.025,5054.722,9924.787
FL01051,1193.464,9447.908,8482.292
FL01052,5827.907,2969.92,3865.139
FL01053,66.888,6634.486,11788.528
FL01054,7095.387,9543.101,5501.707
FL01055,683.257,9080.212,1950.219
FL01056,9070.282,933.914,11259.765
FL01057,6745.56,3515.397,1374.555
FL01058,1680.587,150.019,1309.985
FL01059,1684.102,7052.273,1187.521
FL01060,5573.395,1437.388,1686.287
FL01061,324.268,3372.681,662.151
FL01062,9451.088,2023.769,9429.422
FL01063,116.394,3273.605,9830.544
FL01064,1198.384,5777.438,5134.123
FL01065,1888.479,1532.784,11656.989
FL01066,2060.058,5456.149,9619.494
FL01067,9777.63,1818.831,10888.234
FL01068,169.727,9747.441,10842.154
FL01069,1210.338,9474.893,5729.081
FL01070,1516.127,6722.113,5225.424
FL01071,8738.599,63.523,9351.71
FL01072,6784.826,4715.47,5932.007
FL01073,8445.146,5809.428,2490.337
FL01074,7584.085,192.317,994.536
FL01075,2646.844,3463.393,8846.116
FL01076,3603.161,3936.058,9328.081
FL01077,8148.104,7920.711,10307.58
FL01078,8408.013,2975.626,5042.081
FL01079,468.22,7111.851,3541.184
FL01080,8280.447,7861.773,880.822
FL01081,9123.947,6750.065,2083.949
FL01082,7578.733,267.409,9493.234
FL01083,3526.393,8421.238,11643.442
FL01084,6787.919,1918.214,1295.646
FL01085,7384.951,9448.715,8114.518
FL01086,5749.733,9661.247,6504.535
FL01087,6646.357,1897.518,8931.47
FL01088,2280.996,8429.1,10238.506
FL01089,8351.853,9694.131,10275.993
FL01090,1967.878,8080.775,3695.637
FL01091,4543.528,4086.641,5787.175
FL01092,1974.109,3893.37,1153.603
FL01093,7638.91,4298.327,6804.515
FL01094,7823.503,3070.36,6210.371
FL01095,1708.036,7659.986,183.77
FL01096,6926.319,1907.93,11462.903
FL01097,3528.78,7242.627,1569.733
FL01098,4216.949,8325.138,2885.719
FL01099,7391.576,2565.844,8256.718
FL01100,5626.453,5506.085,3351.2
FL01101,7064.823,6714.192,1732.618
FL01102,8675.515,9215.165,1079.445
FL01103,2904.292,1666.285,959.974
FL01104,8879.385,4464.719,4565.405
FL01105,9752.417,5340.973,2127.473
FL01106,666.299,1.436,9168.967
FL01107,8731.498,8599.903,5225.28
FL01108,2118.794,4231.661,10901.991
FL01109,3831.684,3576.92,8810.586
FL01110,3587.973,2090.332,4669.041
FL01111,3770.319,1864.954,7053.93
FL01112,4134.891,8382.835,8695.116
FL01113,6211.416,7399.494,97.354
FL01114,6687.538,6835.009,327.99
FL01115,2328.77,9190.27,1773.832
FL01116,9416.79,8485.579,11856.968
FL01117,7374.994,1895.483,9430.67
FL01118,4138.715,7330.886,9619.323
FL01119,3075.001,1794.296,10398.613
FL01120,8137.709,1482.711,6186.034
FL01121,418.171,224.607,6860.45
FL01122,7327.982,7799.994,453.961
FL01123,9019.887,4251.887,800.645
FL01124,4261.99,214.638,520.111
FL01125,2618.121,4412.753,6773.077
FL01126,6923.234,296.656,11595.511
FL01127,8627.222,6719.711,3128.113
FL01128,976.55,6270.929,3246.153
FL01129,1124.772,3781.415,1338.358
FL01130,3702.195,4244.725,2143.003
FL01131,9716.838,1175.167,9457.917
FL01132,721.508,5976.428,2887.742
FL01133,3938.517,1136.913,3803.518
FL01134,7665.056,3158.438,5530.409
FL01135,4864.166,1191.513,9644.439
FL01136,903.369,9669.382,8579.067
FL01137,9827.565,4746.38,10321.598
FL01138,354.209,2994.037,11393.396
FL01139,5099.273,9084.04,10827.479
FL01140,1407.811,7158.131,1537.818
FL01141,5390.189,4130.365,7057.259
FL01142,6866.485,7230.057,42.242
FL01143,9871.742,5324.92,11148.93
FL01144,5085.964,9554.869,4217.435
FL01145,745.114,3899.899,5216.966
FL01146,5678.159,9611.963,7248.055
FL01147,7586.018,3387.894,7550.754
FL01148,9273.555,3686.398,5125.605
FL01149,1504.796,9108.548,10815.619
FL01150,9513.881,8818.814,1498.26
FL01151,1444.495,9958.512,978.077
FL01152,9130.527,9728.379,8545.624
FL01153,1083.924,1676.538,1174.841
FL01154,781.683,1892.016,8484.411
FL01155,6753.699,5753.015,3699.834
FL01156,9759.774,6075.577,11304.46
FL01157,4973.401,7964.831,8478.17
FL01158,7362.427,185.58,9409.844
FL01159,9945.896,171.634,2783.606
FL01160,1057.693,5739.424,10703.919
FL01161,2587.211,6744.502,11785.616
FL01162,9891.433,8201.481,8754.999
FL01163,8585.41,4368.542,6240.743
FL01164,215.244,4814.984,5445.216
FL01165,9852.452,3018.844,2535.329
FL01166,7981.69,6798.352,7774.2
FL01167,3340.236,3140.457,2707.662
FL01168,2023.341,3640.438,4233.722
FL01169,4491.61,2007.55,9269.181
FL01170,6585.585,6573.724,8795.2
FL01171,6977.339,9643.886,3722.569
FL01172,7418.034,2454.824,6144.363
FL01173,2766.017,1898.057,8884.918
FL01174,3432.127,9638.209,11394.559
FL01175,9606.707,8016.571,47.074
FL01176,7994.006,1837.86,7589.948
FL01177,8729.155,1490.378,8531.748
FL01178,3022.42,8519.941,7160.328
FL01179,4577.37,2030.559,5638.463
FL01180,6106.973,2290.436,5958.384
FL01181,3073.732,3425.371,10030.562
FL01182,499.756,8889.775,8953.42
FL01183,7000.427,7223.708,1668.261
FL01184,2981.8,430.372,11861.106
FL01185,6113.498,1507.936,3933.725
FL01186,7995.948,8375.46,2828.09
FL01187,6157.381,1580.048,2427.566
FL01188,3787.888,917.51,9148.385
FL01189,9393.126,4843.04,1612.25
FL01190,2243.774,1329.201,4127.525
FL01191,5061.015,3757.706,648.61
FL01192,9569.962,2403.622,11728.133
FL01193,7259.199,4705.02,10916.52
FL01194,5980.911,1898.037,6876.878
FL01195,6583.34,887.63,10065.454
FL01196,7342.706,3996.063,3132.163
FL01197,6672.273,5313.511,7828.326
FL01198,8839.043,7423.919,4189.33
FL01199,7238.237,2471.423,3628.66
FL01200,6117.671,6157.008,10562.313
FL01201,329.162,993.894,5148.969
FL01202,2434.015,9967.877,5625.81
FL01203,567.931,2596.952,6591.916
FL01204,5590.62,6404.835,5504.149
FL01205,2784.823,5779.702,1537.389
FL01206,4239.244,3275.563,9711.733
FL01207,9560.654,4975.098,9085.517
FL01208,5518.486,5066.391,0.085
FL01209,6357.167,3355.038,1333.534
FL01210,2284.833,5456.957,2210.266
FL01211,1083.17,5069.647,11043.993
FL01212,1006.195,9704.13,971.202
FL01213,3687.492,3989.976,11507.128
FL01214,4345.075,5669.694,2803.521
FL01215,7309.394,3631.896,2711.844
FL01216,3095.805,7025.799,7022.823
FL01217,4611.851,1050.154,7517.901
FL01218,9380.96,4072.969,8831.087
FL01219,4820.438,4185.843,3472.933
FL01220,1483.508,9379.715,2858.471
FL01221,5457.507,4419.959,5186.334
FL01222,5014.404,4097.839,8269.466
FL01223,799.467,8063.45,7122.987
FL01224,531.965,1446.175,9016.145
FL01225,6120.262,2566.315,4365.032
FL01226,9380.782,790.89,11827.427
FL01227,2007.126,3053.513,2088.555
FL01228,1492.903,1870.024,4606.05
FL01229,9541.041,7550.982,8460.121
FL01230,2317.086,5799.812,421.1
FL01231,2591.877,1508.638,8723.218
FL01232,723.721,3867.103,7992.14
FL01233,3399.156,8224.721,11372.108
FL01234,542.508,3824.763,8731.874
FL01235,8377.433,2088.006,311.454
FL01236,4658.594,6256.212,6685.205
FL01237,7529.556,5613.613,903.279
FL01238,3551.543,6727.051,110.352
FL01239,9674.77,7803.02,11875.994
FL01240,7931.487,9752.064,2826.009
FL01241,7138.655,7363.684,5852.035
FL01242,8939.127,1985.799,6451.08
FL01243,8298.173,5910.649,1313.473
FL01244,2128.231,1849.387,7075.971
FL01245,8796.7,1681.574,9593.972
FL01246,3234.833,965.356,3676.046
FL01247,4424.073,5756.084,800.346
FL01248,2165.749,3115.481,4363.812
FL01249,7225.417,6273.284,1263.803
FL01250,5656.9,7220.098,5310.895
FL01251,8980.924,4601.908,9667.489
FL01252,9825.601,6277.471,11682.275
FL01253,3213.064,9323.254,9298.268
FL01254,3007.795,7385.005,6107.437
FL01255,6925.438,196.39,613.771
FL01256,7529.056,7510.876,3996.467
FL01257,8730.254,2297.134,870.367
FL01258,4859.595,3953.899,7509.769
FL01259,5889.7,9836.728,2923.367
FL01260,1651.353,9165.805,7272.012
FL01261,8873.859,3535.795,2518.209
FL01262,9240.622,2156.573,4881.977
FL01263,800.364,962.722,7836.271
FL01264,2257.041,6366.49,10835.166
FL01265,1392.891,118.328,10668.595
FL01266,6815.629,5715.697,1447.466
